,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4198,5016001619.0,20150122T000000,699999.0,3.0,0.75,1240.0,4000.0,1.0,False,0.0,4.0,7,1240.0,0.0,1968,0,98112.0,47.6239,-122.297,1460,4000.0
4199,826069184.0,20141002T000000,535000.0,3.0,2.5,1960.0,47044.0,2.0,False,0.0,4.0,8,1960.0,0.0,1978,0,98077.0,47.7573,-122.07,2020,29004.0
4200,123039147.0,20150319T000000,464950.0,3.0,2.0,2190.0,19800.0,1.0,False,0.0,3.0,7,2190.0,0.0,1994,0,98146.0,47.5106,-122.365,1640,9719.0
4201,8089510150.0,20141202T000000,925000.0,4.0,2.5,3540.0,18168.0,2.0,False,0.0,3.0,10,3540.0,0.0,1996,0,98006.0,47.5441,-122.131,4130,11180.0
4202,8818400450.0,20140508T000000,930000.0,3.0,3.25,2640.0,4080.0,2.0,False,0.0,3.0,9,1840.0,800.0,1912,2000,98105.0,47.6636,-122.326,1990,4080.0
4203,6324000115.0,20140922T000000,727500.0,3.0,2.0,2660.0,5000.0,1.5,False,3.0,3.0,8,1940.0,720.0,1910,0,98116.0,47.5829,-122.382,2270,5000.0
4204,1133000694.0,20150312T000000,325000.0,4.0,1.75,1670.0,9500.0,1.0,False,0.0,3.0,7,1670.0,0.0,1976,0,98125.0,47.7254,-122.31,1620,9500.0
4205,4441300325.0,20140905T000000,695000.0,3.0,3.25,3080.0,12100.0,2.0,False,0.0,3.0,8,2080.0,1000.0,1984,0,98117.0,47.695,-122.399,2100,6581.0
4206,3288301010.0,20140625T000000,585000.0,4.0,2.75,2890.0,6825.0,1.0,False,0.0,3.0,8,1560.0,1330.0,1973,0,98034.0,47.734,-122.182,1900,10120.0
4207,8125200481.0,20140926T000000,319000.0,3.0,2.25,1800.0,9597.0,1.0,False,2.0,3.0,7,1200.0,600.0,1963,0,98188.0,47.4516,-122.267,1700,13502.0
4208,8857600540.0,20150106T000000,265000.0,6.0,2.5,2000.0,7650.0,1.5,False,0.0,4.0,7,1790.0,210.0,1960,0,98032.0,47.3841,-122.288,1710,7650.0
4209,1901600090.0,20140626T000000,359000.0,5.0,1.75,1940.0,6654.0,1.5,False,0.0,4.0,7,1940.0,0.0,1953,0,98166.0,47.4663,-122.359,2300,9500.0
4211,9144300120.0,20150128T000000,374500.0,3.0,1.0,960.0,9531.0,1.0,False,0.0,5.0,7,960.0,0.0,1969,0,98072.0,47.7619,-122.162,1670,9250.0
4212,3401700031.0,20140822T000000,661000.0,2.0,1.5,1750.0,46173.0,2.0,False,0.0,4.0,8,1750.0,0.0,1964,0,98072.0,47.7397,-122.126,2220,42224.0
4213,5332200375.0,20141203T000000,900000.0,3.0,2.5,2320.0,5000.0,2.0,False,0.0,3.0,8,1620.0,700.0,1907,1993,98112.0,47.6278,-122.292,2160,5000.0
4214,8582400015.0,20150413T000000,600000.0,5.0,2.5,2380.0,8204.0,1.0,False,0.0,3.0,8,1540.0,840.0,1957,0,98115.0,47.7,-122.287,2270,8204.0
4215,4131900042.0,20140516T000000,2000000.0,5.0,4.25,6490.0,10862.0,2.0,False,3.0,4.0,11,3940.0,2550.0,1991,0,98040.0,47.5728,-122.205,3290,14080.0
4216,3964400120.0,20150508T000000,512500.0,4.0,1.75,1620.0,4240.0,1.5,False,0.0,5.0,7,1620.0,0.0,1916,0,98144.0,47.5746,-122.311,1450,4240.0
4217,2212600040.0,20140604T000000,229500.0,3.0,1.75,1770.0,33224.0,1.0,False,0.0,4.0,8,1770.0,0.0,1968,0,98092.0,47.3377,-122.194,1690,22069.0
4218,8562750300.0,20140731T000000,589000.0,3.0,2.5,2320.0,5663.0,2.0,False,0.0,3.0,8,2320.0,0.0,2003,0,98027.0,47.539,-122.07,2500,4500.0
4219,2705600067.0,20150323T000000,539950.0,3.0,2.5,1330.0,2183.0,3.0,False,0.0,3.0,8,1330.0,0.0,2014,0,98117.0,47.6987,-122.365,1310,5000.0
4220,3023049143.0,20141020T000000,640000.0,4.0,2.5,3420.0,21344.0,2.0,False,0.0,3.0,9,3420.0,0.0,2002,0,98166.0,47.45,-122.334,2110,21344.0
4221,8944300110.0,20150108T000000,218250.0,3.0,1.0,1270.0,7344.0,1.0,False,0.0,3.0,7,970.0,300.0,1967,0,98023.0,47.305,-122.371,1290,7300.0
4222,7277100395.0,20150225T000000,675000.0,4.0,3.5,2550.0,3600.0,2.0,False,2.0,3.0,8,1880.0,670.0,1997,0,98177.0,47.7709,-122.39,2090,6000.0
4223,9407001830.0,20140717T000000,338000.0,5.0,2.0,1860.0,9000.0,2.0,False,0.0,3.0,7,1860.0,0.0,1980,0,98045.0,47.4484,-121.772,1390,9752.0
4224,4406000620.0,20150331T000000,231750.0,3.0,1.0,1020.0,7615.0,1.0,False,0.0,3.0,7,1020.0,0.0,1981,0,98058.0,47.4292,-122.152,1470,9515.0
4225,2414600366.0,20141114T000000,199900.0,1.0,1.0,720.0,7140.0,1.0,False,0.0,3.0,6,720.0,0.0,1930,0,98146.0,47.5119,-122.339,1140,7577.0
4226,98000870.0,20141001T000000,1059000.0,4.0,3.5,4460.0,16271.0,2.0,False,2.0,3.0,11,4460.0,0.0,2001,0,98075.0,47.5862,-121.97,4540,17122.0
4227,9211500230.0,20141002T000000,263000.0,4.0,2.75,1830.0,7315.0,1.0,False,0.0,5.0,7,1250.0,580.0,1979,0,98023.0,47.2989,-122.38,1730,7208.0
4228,3600600065.0,20140820T000000,279950.0,3.0,1.5,1520.0,7200.0,1.0,False,0.0,4.0,7,1160.0,360.0,1990,0,98198.0,47.3855,-122.302,1460,7200.0
4229,7177300090.0,20140520T000000,395000.0,3.0,1.5,1080.0,2940.0,1.5,False,0.0,4.0,7,1080.0,0.0,1920,0,98115.0,47.6832,-122.304,1400,4930.0
4230,6664900410.0,20140626T000000,252500.0,3.0,2.0,1900.0,8002.0,1.0,False,0.0,3.0,7,1900.0,0.0,1991,0,98023.0,47.2909,-122.352,1900,6086.0
4231,1853000530.0,20150312T000000,1150000.0,4.0,3.75,5300.0,37034.0,2.0,False,0.0,3.0,11,5300.0,0.0,1989,0,98077.0,47.7283,-122.076,3730,37034.0
4232,3751604653.0,20140826T000000,205000.0,3.0,1.0,1370.0,10708.0,1.0,False,0.0,3.0,7,1370.0,0.0,1969,0,98001.0,47.2769,-122.264,1770,14482.0
4233,8563001130.0,20140828T000000,654000.0,5.0,2.5,2960.0,8968.0,1.0,False,0.0,4.0,8,1640.0,1320.0,1965,0,98008.0,47.6233,-122.102,1890,9077.0
4234,1324079029.0,20150317T000000,200000.0,3.0,1.0,960.0,213008.0,1.0,False,0.0,2.0,6,960.0,0.0,1933,0,98024.0,47.5621,-121.862,1520,57499.0
4235,1236300214.0,20140722T000000,700000.0,3.0,2.5,2190.0,7982.0,2.0,False,0.0,3.0,8,2190.0,0.0,2004,0,98033.0,47.6869,-122.187,2090,8888.0
4236,2525049086.0,20141003T000000,2720000.0,4.0,3.25,3990.0,18115.0,2.0,False,0.0,4.0,11,3990.0,0.0,1989,0,98039.0,47.6177,-122.229,3450,16087.0
4237,8822900115.0,20141209T000000,306000.0,2.0,1.75,1200.0,2622.0,1.0,False,0.0,5.0,7,800.0,400.0,1956,0,98125.0,47.7175,-122.292,1310,1926.0
4238,3832080610.0,20150406T000000,270000.0,3.0,2.5,1780.0,5015.0,2.0,False,0.0,3.0,7,1780.0,0.0,2010,0,98042.0,47.3352,-122.052,2010,5250.0
4239,1657300450.0,20141029T000000,340000.0,3.0,2.25,2630.0,9916.0,2.0,False,0.0,4.0,9,2630.0,0.0,1988,0,98092.0,47.3314,-122.202,2470,10810.0
4240,1151100035.0,20140611T000000,450000.0,4.0,2.5,2300.0,19250.0,1.0,False,0.0,4.0,7,2300.0,0.0,1955,0,98045.0,47.4793,-121.776,1460,19250.0
4241,3876311490.0,20140724T000000,580000.0,4.0,2.75,3210.0,6825.0,1.0,False,0.0,5.0,7,1810.0,1400.0,1975,0,98034.0,47.7338,-122.169,1840,8000.0
4242,9297300590.0,20141103T000000,435000.0,4.0,1.75,2290.0,4400.0,1.0,False,3.0,3.0,7,1290.0,1000.0,1959,0,98126.0,47.5698,-122.375,1820,4000.0
4243,3260350100.0,20140818T000000,690000.0,4.0,2.5,2780.0,4688.0,2.0,False,0.0,3.0,9,2780.0,0.0,2003,0,98059.0,47.5225,-122.156,3000,6029.0
4244,3886902615.0,20140617T000000,720000.0,4.0,2.5,2650.0,11520.0,2.0,False,0.0,3.0,8,2110.0,540.0,1988,0,98033.0,47.683,-122.187,2000,7680.0
4245,2193300620.0,20150217T000000,403000.0,3.0,2.25,1840.0,13020.0,1.0,False,0.0,3.0,8,1390.0,450.0,1980,0,98052.0,47.6923,-122.095,2210,13020.0
4246,7016100120.0,20140612T000000,440000.0,3.0,2.75,1560.0,7392.0,1.0,False,0.0,5.0,7,1030.0,530.0,1972,0,98011.0,47.7382,-122.182,1870,7520.0
4247,8857600220.0,20141023T000000,178500.0,3.0,1.0,1200.0,8470.0,1.0,False,0.0,5.0,7,1200.0,0.0,1961,0,98032.0,47.3864,-122.287,1200,7952.0
4248,1645000580.0,20141002T000000,270000.0,4.0,2.5,1900.0,8282.0,1.0,False,0.0,3.0,7,1900.0,0.0,1968,1997,98022.0,47.2089,-122.003,1420,8350.0
4249,4337600205.0,20141112T000000,129888.0,2.0,1.0,710.0,9900.0,1.0,False,0.0,3.0,6,710.0,0.0,1943,0,98166.0,47.479,-122.339,1070,9900.0
4250,1545805730.0,20150218T000000,260000.0,3.0,1.75,1360.0,15210.0,1.0,False,0.0,3.0,7,1360.0,0.0,1987,0,98038.0,47.3657,-122.047,1610,7800.0
4251,8650100120.0,20140829T000000,339950.0,5.0,2.5,2990.0,7292.0,2.0,False,0.0,4.0,8,2990.0,0.0,1990,0,98042.0,47.3604,-122.091,2150,8190.0
4252,4047200820.0,20140822T000000,250000.0,3.0,1.0,1640.0,26127.0,2.0,False,0.0,3.0,6,1640.0,0.0,1975,0,98019.0,47.7656,-121.905,1620,25788.0
4253,1822059156.0,20150114T000000,680000.0,3.0,3.5,3650.0,103672.0,1.0,False,0.0,3.0,10,2050.0,1600.0,2011,0,98031.0,47.4002,-122.217,2550,16140.0
4254,8812401450.0,20141229T000000,660000.0,10.0,3.0,2920.0,3745.0,2.0,False,0.0,4.0,7,1860.0,1060.0,1913,0,98105.0,47.6635,-122.32,1810,3745.0
4255,1854750090.0,20140716T000000,1225000.0,3.0,3.5,3680.0,11491.0,2.0,False,2.0,3.0,11,3680.0,0.0,1999,0,98007.0,47.5647,-122.128,3710,10030.0
4256,6071200455.0,20140523T000000,550000.0,3.0,2.0,1830.0,9152.0,1.0,False,0.0,5.0,8,1830.0,0.0,1959,0,98006.0,47.5531,-122.181,1770,9220.0
4257,6790200110.0,20150102T000000,675000.0,5.0,2.75,2570.0,12906.0,2.0,False,0.0,3.0,8,2570.0,0.0,1987,0,98075.0,47.5814,-122.05,2580,12927.0
4258,6710100131.0,20150410T000000,981000.0,3.0,3.25,2730.0,9588.0,2.0,False,1.0,3.0,10,1900.0,830.0,1984,0,98052.0,47.6339,-122.09,2730,12736.0
4259,8856004415.0,20150325T000000,168000.0,3.0,1.0,1150.0,8000.0,1.5,False,0.0,4.0,6,1150.0,0.0,1913,1957,98001.0,47.2749,-122.252,1170,9600.0
4260,3276940100.0,20140522T000000,1000000.0,4.0,3.0,4260.0,18687.0,2.0,False,0.0,3.0,11,4260.0,0.0,1996,0,98075.0,47.5874,-121.982,3490,16772.0
4261,9407100300.0,20150401T000000,320000.0,3.0,1.0,1260.0,9600.0,1.0,False,0.0,3.0,7,1260.0,0.0,1970,1995,98045.0,47.4444,-121.762,1530,9790.0
4262,1224049095.0,20150204T000000,959000.0,6.0,3.25,4440.0,17424.0,1.0,False,1.0,4.0,9,2220.0,2220.0,1959,0,98040.0,47.5791,-122.23,2660,10768.0
4263,7899800586.0,20150409T000000,372000.0,4.0,1.0,2300.0,7680.0,1.0,False,0.0,3.0,7,1270.0,1030.0,1959,0,98106.0,47.524,-122.359,1840,5120.0
4264,2607730110.0,20140707T000000,391500.0,3.0,2.5,1920.0,9625.0,2.0,False,0.0,3.0,8,1920.0,0.0,1993,0,98045.0,47.4876,-121.8,1920,10343.0
4265,1781500180.0,20150327T000000,390000.0,2.0,1.0,1080.0,4725.0,1.5,False,0.0,3.0,7,1080.0,0.0,1944,0,98126.0,47.5275,-122.381,1520,4961.0
4266,2341800195.0,20141106T000000,302000.0,2.0,1.0,890.0,5000.0,1.0,False,0.0,4.0,6,890.0,0.0,1947,0,98118.0,47.5526,-122.287,1160,5000.0
4267,52000067.0,20141103T000000,495000.0,3.0,3.5,1650.0,1577.0,2.0,False,0.0,3.0,7,1100.0,550.0,2012,0,98109.0,47.6302,-122.344,1580,1280.0
4268,1972202023.0,20140904T000000,504500.0,3.0,2.5,1820.0,1545.0,3.0,False,2.0,3.0,8,1640.0,180.0,1998,0,98103.0,47.6523,-122.346,1440,1290.0
4269,2919700540.0,20150318T000000,555000.0,4.0,1.75,2320.0,4800.0,1.5,False,0.0,3.0,7,2170.0,150.0,1918,0,98117.0,47.6893,-122.365,1390,4800.0
4270,6613000375.0,20150317T000000,1550000.0,4.0,3.5,3260.0,5000.0,2.0,False,0.0,5.0,9,2630.0,630.0,1937,0,98105.0,47.6598,-122.273,2600,5000.0
4271,2391600735.0,20140909T000000,550000.0,3.0,1.5,1730.0,5750.0,1.0,False,0.0,3.0,7,1250.0,480.0,1947,0,98116.0,47.5645,-122.397,1370,5750.0
4272,1337300145.0,20140721T000000,1800000.0,4.0,2.5,3320.0,8325.0,2.5,False,0.0,5.0,10,3320.0,0.0,1905,0,98112.0,47.6263,-122.314,3680,6050.0
4273,9164100035.0,20150429T000000,655000.0,1.0,1.0,1660.0,5422.0,1.0,False,0.0,4.0,7,830.0,830.0,1908,0,98117.0,47.6821,-122.388,1100,5356.0
4274,821069025.0,20150213T000000,685000.0,3.0,2.5,3290.0,90796.0,2.0,False,0.0,4.0,10,3290.0,0.0,1992,0,98042.0,47.3154,-122.079,2700,55023.0
4275,1566100555.0,20150501T000000,721000.0,4.0,2.0,2280.0,8339.0,1.0,False,0.0,4.0,7,1220.0,1060.0,1954,0,98115.0,47.6986,-122.297,1970,8340.0
4276,2397100705.0,20140714T000000,1518630.0,4.0,4.25,3650.0,5328.0,1.5,False,0.0,3.0,9,2330.0,1320.0,1907,2014,98119.0,47.638,-122.362,1710,3600.0
4277,822069066.0,20150223T000000,365000.0,4.0,2.5,1620.0,219542.0,2.0,False,0.0,3.0,7,1620.0,0.0,1980,0,98038.0,47.4014,-122.069,2240,217800.0
4278,3834000820.0,20140613T000000,458000.0,3.0,2.0,2020.0,8555.0,1.0,False,0.0,4.0,7,1220.0,800.0,1957,0,98125.0,47.7278,-122.287,1600,8148.0
4279,1432700880.0,20150409T000000,280000.0,2.0,1.0,1150.0,12861.0,1.0,False,0.0,3.0,6,1150.0,0.0,1959,0,98058.0,47.4493,-122.171,1170,7574.0
4280,3658700395.0,20150409T000000,628000.0,4.0,1.75,1940.0,3060.0,1.0,False,0.0,4.0,7,1000.0,940.0,1911,0,98115.0,47.6786,-122.317,1320,3060.0
4281,1564000410.0,20150218T000000,781500.0,4.0,2.5,3440.0,6332.0,2.0,False,0.0,3.0,10,3440.0,0.0,2001,0,98059.0,47.5347,-122.155,3310,6528.0
4282,984100450.0,20140624T000000,295000.0,3.0,1.75,2000.0,7560.0,1.0,False,0.0,4.0,7,1300.0,700.0,1968,0,98058.0,47.4346,-122.171,1900,8301.0
4283,4449800063.0,20150403T000000,435000.0,2.0,1.0,750.0,2786.0,1.0,False,0.0,5.0,7,750.0,0.0,1947,0,98117.0,47.6892,-122.393,1700,4653.0
4284,7694600201.0,20150322T000000,300000.0,3.0,1.75,1420.0,7200.0,1.0,False,0.0,3.0,7,1000.0,420.0,1979,0,98146.0,47.5069,-122.367,1550,8640.0
4285,844001145.0,20150326T000000,208500.0,2.0,1.0,880.0,4814.0,1.0,False,0.0,4.0,5,880.0,0.0,1906,0,98010.0,47.3107,-121.999,1010,6160.0
4286,8682281960.0,20140603T000000,930000.0,2.0,2.5,2680.0,11214.0,1.0,False,0.0,3.0,9,2680.0,0.0,2006,0,98053.0,47.7078,-122.019,2305,6908.0
4287,1604600790.0,20150211T000000,316000.0,2.0,2.0,860.0,3000.0,1.0,False,0.0,3.0,6,860.0,0.0,1906,0,98118.0,47.5633,-122.288,1290,3500.0
4288,1796380330.0,20140623T000000,249900.0,3.0,2.0,1310.0,6738.0,1.0,False,0.0,4.0,7,1310.0,0.0,1990,0,98042.0,47.3694,-122.083,1290,8067.0
4289,3416600490.0,20140731T000000,675000.0,3.0,2.25,1780.0,4252.0,2.0,False,0.0,4.0,8,1540.0,240.0,1989,0,98144.0,47.6004,-122.292,2220,4000.0
4290,3904901520.0,20141030T000000,447000.0,3.0,2.25,1440.0,4667.0,2.0,False,0.0,3.0,7,1440.0,0.0,1985,0,98029.0,47.5662,-122.017,1610,4756.0
4291,1556200155.0,20150417T000000,675000.0,3.0,2.0,1510.0,3817.0,1.5,False,0.0,3.0,8,1510.0,0.0,1905,1994,98122.0,47.6088,-122.294,1510,3817.0
4292,567000401.0,20150421T000000,546000.0,4.0,2.5,2100.0,1397.0,3.0,False,0.0,3.0,8,1580.0,520.0,2008,0,98144.0,47.5928,-122.295,1490,1201.0
4293,6450300673.0,20141231T000000,310000.0,3.0,2.0,1310.0,1361.0,3.0,False,0.0,3.0,7,1310.0,0.0,2003,0,98133.0,47.7337,-122.343,1370,1608.0
4294,4440400155.0,20150106T000000,190000.0,3.0,1.0,1280.0,5100.0,1.0,False,0.0,3.0,7,880.0,400.0,1961,0,98178.0,47.5035,-122.259,1360,6120.0
4295,2450000165.0,20140618T000000,650000.0,3.0,1.5,1320.0,8114.0,1.0,False,0.0,3.0,8,1320.0,0.0,1951,0,98004.0,47.5827,-122.195,2110,8114.0
4296,9828701605.0,20141002T000000,585000.0,3.0,2.5,1740.0,2350.0,2.0,False,0.0,3.0,8,1130.0,610.0,1995,0,98112.0,47.6207,-122.297,1740,3201.0
4297,856000985.0,20141106T000000,1430800.0,4.0,2.5,2910.0,7364.0,2.0,False,0.0,3.0,10,2910.0,0.0,2003,0,98033.0,47.6906,-122.213,2480,8400.0
4298,7504100360.0,20150112T000000,565000.0,4.0,2.5,2500.0,12090.0,1.0,False,0.0,3.0,9,2500.0,0.0,1983,0,98074.0,47.6346,-122.045,3380,12760.0
4299,7883606725.0,20141111T000000,174900.0,3.0,1.0,1100.0,6000.0,1.5,False,0.0,2.0,6,1100.0,0.0,1926,0,98108.0,47.5279,-122.318,960,5880.0
4300,2926049564.0,20140924T000000,360000.0,3.0,2.25,1381.0,1180.0,3.0,False,0.0,3.0,8,1381.0,0.0,2007,0,98125.0,47.711,-122.32,1381,1180.0
4301,7418700040.0,20150429T000000,234000.0,3.0,1.0,960.0,9624.0,1.0,False,0.0,3.0,7,960.0,0.0,1953,0,98155.0,47.7758,-122.301,1540,9624.0
4302,3756900027.0,20141125T000000,575000.0,8.0,3.0,3840.0,15990.0,1.0,False,0.0,3.0,7,2530.0,1310.0,1961,0,98034.0,47.7111,-122.211,1380,8172.0
4303,7237300610.0,20150303T000000,315000.0,3.0,2.5,2200.0,5954.0,2.0,False,0.0,3.0,7,2200.0,0.0,2004,0,98042.0,47.3709,-122.125,2200,5046.0
4304,1312900180.0,20150325T000000,225000.0,3.0,1.0,1250.0,7820.0,1.0,False,0.0,3.0,7,1250.0,0.0,1967,0,98001.0,47.3397,-122.291,1300,7920.0
4305,3824100211.0,20140626T000000,370000.0,3.0,1.5,2380.0,14500.0,1.0,False,0.0,4.0,7,1850.0,530.0,1961,0,98028.0,47.7714,-122.256,1830,13600.0
4306,455000395.0,20140523T000000,606000.0,3.0,1.0,1500.0,3920.0,1.0,False,0.0,3.0,7,1000.0,500.0,1947,0,98107.0,47.6718,-122.359,1640,4017.0
4307,2472950120.0,20140603T000000,272500.0,3.0,2.0,1410.0,7622.0,1.0,False,0.0,4.0,7,1410.0,0.0,1983,0,98058.0,47.4273,-122.147,1830,8330.0
4308,7977201709.0,20150323T000000,475000.0,3.0,1.75,1680.0,3420.0,1.0,False,0.0,3.0,7,960.0,720.0,1992,0,98115.0,47.6855,-122.291,1680,4080.0
4309,5095400040.0,20140605T000000,270000.0,3.0,1.0,1500.0,13500.0,1.0,False,0.0,4.0,7,1500.0,0.0,1968,0,98059.0,47.4666,-122.072,1350,13680.0
4310,2324039152.0,20140818T000000,624000.0,4.0,1.75,2710.0,9216.0,1.0,False,0.0,3.0,8,1440.0,1270.0,1961,0,98126.0,47.5523,-122.379,1960,6350.0
4311,1442300035.0,20140702T000000,355000.0,3.0,1.75,1730.0,7416.0,1.5,False,0.0,3.0,7,1730.0,0.0,1954,0,98133.0,47.76,-122.349,1390,6490.0
4312,6145601725.0,20141104T000000,345000.0,3.0,1.0,960.0,3844.0,1.0,False,0.0,3.0,7,960.0,0.0,1972,0,98133.0,47.7027,-122.346,1020,3844.0
4313,7137950210.0,20141120T000000,342000.0,4.0,2.5,2380.0,7792.0,2.0,False,0.0,3.0,8,2380.0,0.0,1993,0,98092.0,47.3273,-122.173,2260,7378.0
4314,2720069019.0,20141103T000000,316000.0,3.0,1.75,1120.0,98445.0,1.5,False,2.0,4.0,7,1120.0,0.0,1917,0,98022.0,47.1853,-122.017,1620,34200.0
4315,1560920040.0,20140731T000000,539950.0,4.0,2.5,2960.0,37430.0,2.0,False,0.0,3.0,9,2960.0,0.0,1990,0,98038.0,47.3988,-122.023,2800,36384.0
4316,7812801785.0,20150218T000000,221347.0,3.0,2.0,1580.0,6655.0,1.0,False,0.0,3.0,6,790.0,790.0,1944,0,98178.0,47.4927,-122.248,1090,6655.0
4317,8860500300.0,20140718T000000,330000.0,3.0,2.5,1870.0,4657.0,2.0,False,0.0,3.0,8,1870.0,0.0,2000,0,98055.0,47.4615,-122.214,2290,4795.0
4318,6142100090.0,20140718T000000,279000.0,4.0,2.5,1810.0,13000.0,1.0,False,0.0,4.0,8,1470.0,340.0,1977,0,98022.0,47.2202,-121.993,1850,13000.0
4319,4083302225.0,20141014T000000,850000.0,4.0,3.0,2550.0,3784.0,1.5,False,0.0,4.0,8,1750.0,800.0,1900,0,98103.0,47.6559,-122.338,2100,4560.0
4320,2591700037.0,20150212T000000,746000.0,3.0,1.75,1910.0,12321.0,1.0,False,0.0,4.0,7,1100.0,810.0,1952,0,98004.0,47.5995,-122.198,1910,11761.0
4321,5458300580.0,20141001T000000,478000.0,2.0,2.0,1200.0,1867.0,1.0,False,0.0,3.0,7,600.0,600.0,1924,1998,98109.0,47.627,-122.345,1790,2221.0
4322,3362400650.0,20150116T000000,820000.0,4.0,2.75,2420.0,4635.0,1.5,False,0.0,5.0,7,2420.0,0.0,1905,0,98103.0,47.682,-122.347,1590,3150.0
4323,5553300375.0,20140820T000000,2160000.0,3.0,3.5,3080.0,6495.0,2.0,False,3.0,3.0,11,2530.0,550.0,1996,2006,98199.0,47.6321,-122.393,4120,8620.0
4324,2024059111.0,20141023T000000,820000.0,3.0,3.0,3850.0,38830.0,2.0,False,1.0,3.0,10,3850.0,0.0,2000,0,98006.0,47.5535,-122.191,2970,14050.0
4325,6649900090.0,20150418T000000,887000.0,3.0,2.0,3000.0,22040.0,2.0,False,2.0,4.0,8,2470.0,530.0,1942,0,98177.0,47.7745,-122.368,2600,7947.0
4326,3356403400.0,20140724T000000,159000.0,3.0,1.0,1360.0,20000.0,1.0,False,0.0,4.0,7,1360.0,0.0,1953,0,98001.0,47.2861,-122.253,1530,9997.0
4327,2771604190.0,20140617T000000,824000.0,7.0,4.25,3670.0,4000.0,2.0,False,1.0,3.0,8,2800.0,870.0,1964,0,98199.0,47.6375,-122.388,2010,4000.0
4328,6638900265.0,20140925T000000,812000.0,4.0,2.5,2270.0,5000.0,2.0,False,0.0,3.0,9,2270.0,0.0,2014,0,98117.0,47.6916,-122.37,1210,5000.0
4329,8731960540.0,20141215T000000,242000.0,4.0,2.5,1750.0,11400.0,2.0,False,0.0,4.0,7,1750.0,0.0,1975,0,98023.0,47.3149,-122.386,1890,9024.0
4330,7853301400.0,20140520T000000,625000.0,4.0,2.5,3550.0,8048.0,2.0,False,0.0,3.0,9,3550.0,0.0,2007,0,98065.0,47.5422,-121.888,3920,7871.0
4331,123039176.0,20141212T000000,399888.0,4.0,1.0,2370.0,30200.0,1.5,False,0.0,4.0,7,1570.0,800.0,1948,0,98146.0,47.5108,-122.366,1640,9719.0
4332,4178500150.0,20140922T000000,289000.0,3.0,2.25,1670.0,6600.0,2.0,False,0.0,4.0,7,1670.0,0.0,1990,0,98042.0,47.3604,-122.089,1670,6801.0
4333,7702600930.0,20140804T000000,400000.0,3.0,2.0,1860.0,12944.0,1.0,False,0.0,3.0,9,1860.0,0.0,2002,0,98058.0,47.4298,-122.102,2500,29279.0
4334,3892500150.0,20140521T000000,1550000.0,3.0,2.5,4460.0,26027.0,2.0,False,0.0,3.0,12,4460.0,0.0,1992,0,98033.0,47.6573,-122.173,3770,26027.0
4335,6021500970.0,20140528T000000,345000.0,2.0,1.0,1080.0,4000.0,1.0,False,0.0,3.0,7,1080.0,0.0,1940,0,98117.0,47.6902,-122.387,1530,4240.0
4337,9136100056.0,20140528T000000,875000.0,3.0,2.75,2280.0,4280.0,1.0,False,0.0,5.0,7,1280.0,1000.0,1917,0,98103.0,47.6685,-122.335,1650,4280.0
4338,205000120.0,20150310T000000,628990.0,4.0,2.5,2540.0,32647.0,2.0,False,0.0,3.0,9,2540.0,0.0,1996,0,98053.0,47.6324,-121.988,2740,32647.0
4339,3019300090.0,20140723T000000,535000.0,2.0,3.5,2560.0,5000.0,1.0,False,0.0,4.0,6,1280.0,1280.0,1944,0,98107.0,47.6681,-122.368,1390,4000.0
4340,5492200090.0,20141007T000000,770126.0,4.0,2.75,2390.0,9300.0,1.0,False,0.0,3.0,8,1430.0,960.0,1979,0,98004.0,47.6035,-122.206,1910,9348.0
4341,1777600900.0,20140710T000000,710000.0,4.0,2.5,2870.0,8995.0,1.0,False,0.0,5.0,8,1870.0,1000.0,1968,0,98006.0,47.5678,-122.128,2670,9672.0
4342,9297301050.0,20140618T000000,465000.0,3.0,1.75,1510.0,4800.0,1.0,False,2.0,3.0,7,860.0,650.0,1925,2011,98126.0,47.5667,-122.372,1510,4800.0
4343,5745600040.0,20140814T000000,359000.0,3.0,1.75,2200.0,11520.0,1.0,False,0.0,4.0,7,2200.0,0.0,1952,0,98133.0,47.7659,-122.341,1690,8038.0
4344,2114700090.0,20150301T000000,151000.0,2.0,0.75,720.0,5040.0,1.0,False,0.0,3.0,4,720.0,0.0,1949,0,98106.0,47.5323,-122.347,1290,4120.0
4345,2597530650.0,20140815T000000,820000.0,3.0,2.5,2970.0,9600.0,2.0,False,0.0,3.0,9,2970.0,0.0,1994,0,98006.0,47.5422,-122.132,2970,9707.0
4346,1099600620.0,20150326T000000,160000.0,3.0,1.5,960.0,6497.0,1.0,False,0.0,4.0,7,960.0,0.0,1970,0,98023.0,47.3018,-122.378,1160,7080.0
4347,3693901720.0,20140701T000000,535000.0,4.0,1.75,1420.0,5000.0,1.5,False,0.0,4.0,7,1420.0,0.0,1945,0,98117.0,47.6771,-122.397,1490,5000.0
4348,7417100123.0,20150423T000000,365000.0,3.0,2.25,1800.0,9010.0,1.0,False,0.0,3.0,7,1300.0,500.0,1975,0,98155.0,47.7722,-122.312,1950,10240.0
