,index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3891,18891,8682211030,20141028T000000,391265,3,2,1440,3900,1,0,0,3,8,1440,0,2002,0,98053,47.7022,-122.021,1350,3900
3892,18892,5427100150,20140626T000000,1410000,4,2.25,3250,16684,2,0,0,3,9,3250,0,1979,0,98039,47.6334,-122.229,2890,16927
3893,18893,7579200600,20150428T000000,575000,3,2,1750,5750,1,0,2,5,7,870,880,1956,0,98116,47.5579,-122.384,1750,5750
3894,18894,7302000610,20150508T000000,316000,4,1.5,2120,46173,2,0,0,3,7,2120,0,1974,0,98053,47.6503,-121.968,2000,46173
3895,18895,3004800175,20150416T000000,165000,3,1,1050,5156,1.5,0,0,3,7,1050,0,1919,0,98106,47.5169,-122.358,1050,5502
3896,18896,2397101055,20140812T000000,850000,3,2.25,1950,3600,1.5,0,0,5,8,1430,520,1911,0,98119,47.637,-122.363,1950,3600
3897,18897,2354300845,20140804T000000,210000,3,1,1020,6000,1,0,0,3,5,1020,0,1900,0,98027,47.5281,-122.031,2070,7200
3898,18898,984220330,20140824T000000,325000,4,2.5,1820,9161,1,0,0,4,7,1220,600,1975,0,98058,47.4333,-122.168,1860,7650
3899,18899,7273100026,20150407T000000,682000,4,2.5,2390,53941,2,0,0,3,8,2390,0,1989,0,98053,47.7066,-122.08,2610,104108
3900,18900,6386200100,20140718T000000,430000,3,2.5,1400,7508,2,0,0,4,7,1400,0,1987,0,98034,47.7233,-122.167,1710,7700
3901,18901,9324800025,20141125T000000,325500,3,1.5,1540,8110,1,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110
3902,18902,4058800930,20140720T000000,385000,3,1.75,2370,6360,1,0,3,3,7,1280,1090,1954,0,98178,47.5039,-122.24,1990,6360
3903,18903,1972201161,20150323T000000,435000,1,1,670,1800,1,0,0,5,6,670,0,1905,0,98103,47.654,-122.35,1330,3360
3904,18904,2202500025,20140721T000000,550000,4,1,2420,15520,2,0,0,4,7,2420,0,1945,0,98006,47.5744,-122.137,1630,9965
3905,18905,4077800258,20141009T000000,400000,3,1,1000,7800,1,0,0,4,6,860,140,1930,0,98125,47.7098,-122.283,1700,7800
3906,18906,2558700220,20140721T000000,503000,4,2.75,2100,7350,1,0,0,5,7,1240,860,1978,0,98034,47.7194,-122.172,2490,7350
3907,18907,290200230,20140819T000000,676000,4,2.5,2800,5368,2,0,0,3,8,2800,0,2003,0,98074,47.6076,-122.053,2790,5368
3908,18908,1951100100,20141113T000000,180000,3,1,940,11055,1.5,0,0,4,7,940,0,1959,0,98032,47.3732,-122.295,1420,9100
3909,18909,9499200220,20140611T000000,234000,3,2,1640,5280,1.5,0,0,5,6,1640,0,1910,0,98002,47.3089,-122.213,1160,7875
3910,18910,999000215,20140512T000000,734200,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,1928,0,98107,47.6726,-122.371,1850,5000
3911,18911,822069118,20140729T000000,920000,3,3.25,3660,66211,2,0,0,3,10,3660,0,2003,0,98038,47.4087,-122.062,3660,107153
3912,18912,2425049066,20140616T000000,1920000,4,2.5,3070,34412,1,0,3,4,9,2070,1000,1950,0,98039,47.64,-122.24,3780,27940
3913,18913,7950700110,20141209T000000,224000,3,1.75,1100,10125,1,0,0,4,7,1100,0,1969,0,98092,47.3232,-122.103,1520,10125
3914,18914,9253900408,20150408T000000,1400000,3,2.75,3130,19530,1,1,4,3,8,1690,1440,1947,1984,98008,47.5895,-122.111,2980,18782
3915,18915,3313600077,20140919T000000,185000,3,1,1320,7155,1,0,0,4,6,1320,0,1961,0,98002,47.2857,-122.22,1070,8100
3916,18916,452001540,20140818T000000,554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000
3917,18917,3832710210,20140825T000000,268000,3,1.75,1480,8009,1,0,0,3,7,980,500,1980,0,98032,47.3657,-122.28,1790,7678
3918,18918,8563000300,20140915T000000,675000,4,2.25,2260,8715,1,0,0,4,8,1530,730,1976,0,98008,47.6237,-122.106,2220,8650
3919,18919,1313000650,20140711T000000,620000,4,2.25,2210,10039,1,0,0,4,8,1710,500,1967,0,98052,47.634,-122.101,2070,10965
3920,18920,3424069066,20140521T000000,396450,3,1.75,1540,12446,1,0,0,5,8,1540,0,1967,0,98027,47.5172,-122.027,1330,11508
3921,18921,2206500300,20140820T000000,565000,5,1.75,1910,9720,1,0,0,4,7,1390,520,1955,0,98006,47.5772,-122.159,1750,9720
3922,18922,3083001095,20140824T000000,410000,3,1.75,1760,3520,1,0,0,3,7,1160,600,1966,0,98144,47.5773,-122.303,1840,5000
3923,18923,809002290,20140519T000000,1190000,4,3,2240,6000,1.5,0,0,4,8,1270,970,1914,0,98109,47.6369,-122.35,2240,4250
3924,18924,6669070220,20140821T000000,716125,3,2.25,2110,7279,1,0,0,4,9,2110,0,1984,0,98033,47.6669,-122.17,2130,7279
3925,18925,2325069054,20140521T000000,225000,2,1,1396,111949,1,0,0,3,7,1396,0,1940,1997,98053,47.6374,-122.007,2020,111949
3926,18926,8820901792,20140711T000000,640000,4,2.75,3040,7274,2,0,3,3,9,2320,720,1986,0,98125,47.7184,-122.28,2830,10080
3927,18927,3488300110,20140910T000000,374000,2,1,1140,5650,1,0,1,3,6,980,160,1920,0,98116,47.5634,-122.391,1220,5700
3928,18928,3971700330,20150415T000000,415000,4,2,1780,12161,1,0,0,5,7,1160,620,1950,0,98155,47.7746,-122.323,1780,8170
3929,18929,5561400220,20140819T000000,592500,4,2.5,3370,35150,1,0,0,5,8,1770,1600,1993,0,98027,47.461,-122.002,2920,41241
3930,18930,2979800762,20140904T000000,365000,3,2.5,1484,1761,3,0,0,3,7,1484,0,2003,0,98115,47.6844,-122.317,1484,4320
3931,18931,6600220300,20140914T000000,600000,4,2.5,2230,12753,1,0,0,4,7,1180,1050,1981,0,98074,47.6297,-122.033,1860,12753
3932,18932,2817910220,20141216T000000,465000,4,2.5,2820,39413,2,0,0,4,9,2820,0,1989,0,98092,47.3064,-122.1,2910,39413
3933,18933,7696620100,20150422T000000,254999,3,1,1580,7560,1,0,0,4,7,1000,580,1976,0,98001,47.3318,-122.277,1580,7560
3934,18934,7760400900,20140916T000000,279000,4,2.5,2040,8076,2,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,2040,8408
3935,18935,3353404265,20141231T000000,460000,3,2.5,2720,40813,2,0,0,3,8,2720,0,2001,0,98001,47.2619,-122.271,2250,40511
3936,18936,9828702666,20140728T000000,507000,4,2.25,1490,956,2,0,0,3,7,1020,470,2005,0,98122,47.6184,-122.301,1510,1350
3937,18937,1823059223,20140520T000000,291000,3,1.75,1560,9788,1,0,0,3,7,1560,0,1964,0,98178,47.4876,-122.226,1840,11180
3938,18938,2197600388,20141202T000000,350000,2,1.5,830,1077,2,0,0,3,7,830,0,2006,0,98122,47.6058,-122.319,830,1366
3939,18939,4239400300,20141129T000000,90000,3,1,980,2490,2,0,0,4,6,980,0,1969,0,98092,47.317,-122.182,980,3154
3940,18940,1328300820,20140806T000000,329000,3,1.75,1980,7000,1,0,0,4,8,1360,620,1977,0,98058,47.4442,-122.129,1880,7200
3941,18941,7805450870,20140814T000000,909000,4,2.5,3680,11648,2,0,0,3,10,3680,0,1986,0,98006,47.5604,-122.107,2830,11251
3942,18942,419000035,20141015T000000,187000,2,1,860,5400,1,0,0,4,5,860,0,1953,0,98056,47.492,-122.171,960,5400
3943,18943,3131201105,20140709T000000,580000,3,1.75,1850,5100,1,0,0,3,7,1020,830,1909,0,98105,47.6605,-122.326,1850,5100
3944,18944,112900110,20140903T000000,345000,3,2.5,1620,5992,2,0,0,3,7,1620,0,2001,0,98019,47.736,-121.965,1620,4644
3945,18945,5249802240,20140515T000000,497000,4,2.5,2240,7200,2,0,0,3,8,2240,0,1995,0,98118,47.5636,-122.275,1860,6600
3946,18946,7950302345,20140815T000000,345000,3,1,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,1330,4590
3947,18947,2473371570,20141119T000000,313500,3,1.75,1610,7350,1,0,0,3,8,1610,0,1974,0,98058,47.4503,-122.131,2120,7350
3948,18948,3982700088,20150402T000000,910000,3,2.5,2720,7250,2,0,0,3,9,2720,0,1990,0,98033,47.6894,-122.195,2870,7250
3949,18949,3448000755,20140604T000000,399950,3,1.5,2080,5244,1,0,0,3,7,1190,890,1959,0,98125,47.7144,-122.293,1850,6982
3950,18950,1446400615,20140527T000000,268000,4,2,1930,6600,1,0,0,4,7,1030,900,1967,0,98168,47.482,-122.332,1220,6600
3951,18951,2484700145,20141229T000000,559000,4,1.75,2250,8458,1,0,0,3,8,1450,800,1954,0,98136,47.5235,-122.383,1950,7198
3952,18952,1753500100,20140709T000000,309000,3,2.25,1980,8755,1,0,0,4,7,1300,680,1963,0,98198,47.3922,-122.321,2030,8671
3953,18953,7853300770,20140609T000000,410000,3,2.5,1960,4400,2,0,0,3,7,1960,0,2006,0,98065,47.5384,-121.889,2060,4400
3954,18954,7236100015,20140520T000000,259000,3,1,1320,8625,1,0,0,4,7,1320,0,1957,0,98056,47.4902,-122.179,1370,8295
3955,18955,1959701695,20141124T000000,950000,5,2,2940,5500,2,0,0,4,9,2340,600,1909,0,98102,47.6466,-122.321,2940,5500
3956,18956,4024101421,20141202T000000,320000,4,1,1460,7200,1.5,0,0,4,7,1460,0,1955,0,98155,47.7602,-122.306,1690,7357
3957,18957,327000165,20150413T000000,1150000,4,2.5,2330,30122,1,0,1,3,8,1490,840,1951,0,98115,47.6843,-122.267,2430,6726
3958,18958,7893800534,20141124T000000,394250,3,2,2620,10107,1,0,3,3,7,2620,0,1982,0,98198,47.4096,-122.329,1730,7812
3959,18959,6430500191,20141106T000000,315000,1,1,700,3876,1,0,0,3,6,700,0,1910,0,98103,47.6886,-122.352,1150,3952
3960,18960,2354300835,20141224T000000,480000,2,2,1140,12000,1,0,0,3,6,1140,0,1943,0,98027,47.5277,-122.031,1880,6125
3961,18961,9510300220,20140804T000000,556000,3,2.5,2750,35440,2,0,0,3,9,2750,0,1994,0,98045,47.4745,-121.723,2710,35440
3962,18962,7852130410,20141027T000000,450000,3,2.5,2480,5647,2,0,0,3,7,2480,0,2002,0,98065,47.5355,-121.88,2510,5018
3963,18963,5101406522,20141001T000000,420000,3,1.5,1130,5413,1,0,0,3,7,940,190,1946,0,98125,47.7021,-122.32,1400,7168
3964,18964,2768200090,20150317T000000,890000,6,3.75,2770,5000,1,0,0,3,8,1870,900,1969,0,98107,47.669,-122.365,1570,2108
3965,18965,1761300650,20141006T000000,295000,4,2,1710,8814,1,0,0,5,7,1030,680,1975,0,98031,47.395,-122.174,1710,7272
3966,18966,1081330210,20140911T000000,410000,4,2.25,2150,27345,2,0,0,5,8,2150,0,1976,0,98059,47.469,-122.121,2200,11923
3967,18967,4137070090,20140611T000000,308900,3,2.5,2250,7294,2,0,0,3,8,2250,0,1994,0,98092,47.2636,-122.212,2140,7363
3968,18968,327000100,20141022T000000,1161000,4,2.5,2960,26742,1,0,3,3,8,1480,1480,1949,1996,98115,47.6846,-122.268,2500,9460
3969,18969,8682281510,20150128T000000,665000,2,2.5,2300,6984,1,0,0,3,8,2300,0,2006,0,98053,47.7087,-122.015,1820,4950
3970,18970,3297700100,20140903T000000,577000,3,1.75,1740,5500,1,0,0,5,7,970,770,1953,0,98116,47.577,-122.395,1740,7250
3971,18971,7518506717,20140917T000000,959000,3,2.5,2830,3750,3,0,0,3,10,2830,0,2014,0,98117,47.6799,-122.385,1780,5000
3972,18972,65000210,20140626T000000,471000,2,1.75,1240,6417,1,0,0,5,7,1240,0,1924,0,98126,47.5439,-122.379,1800,6417
3973,18973,3905040590,20150421T000000,560000,3,2.5,2180,7169,2,0,0,3,8,2180,0,1990,0,98029,47.5714,-122.002,2150,5914
3974,18974,5451210150,20140514T000000,955000,5,2.25,2510,9887,2,0,0,3,8,2510,0,1972,0,98040,47.5339,-122.223,2510,10006
3975,18975,1778360150,20140620T000000,1240000,7,5.5,6630,13782,2,0,0,3,10,4930,1700,2004,0,98006,47.5399,-122.118,4470,8639
3976,18976,6649900301,20141231T000000,579000,3,2.5,2300,18540,1,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540
3977,18977,9264901490,20150428T000000,335000,4,2.25,3220,7889,2,0,0,3,8,3220,0,1978,0,98023,47.3112,-122.339,2120,7651
3978,18978,7853220910,20140915T000000,485000,3,2.5,2270,7887,2,0,2,3,8,2270,0,2004,0,98065,47.5326,-121.855,2550,7133
3979,18979,9346700150,20140702T000000,552000,3,2.5,1840,9900,1,0,0,3,9,1840,0,1978,0,98007,47.6131,-122.151,2730,9900
3980,18980,2327000110,20140714T000000,950000,4,3.25,3820,15293,2,0,0,3,10,3820,0,2003,0,98074,47.6097,-122.017,2790,7142
3981,18981,7137900490,20150316T000000,203700,3,2,1660,7958,1,0,0,3,7,1130,530,1983,0,98092,47.3187,-122.171,1550,7647
3982,18982,9264960850,20140709T000000,412000,4,3.5,3360,9767,2,0,0,3,9,2450,910,1990,0,98023,47.3047,-122.347,2580,8757
3983,18983,1545808960,20150106T000000,237500,3,2,1350,8960,1,0,0,4,7,1350,0,1986,0,98038,47.3614,-122.045,1470,8288
3984,18984,486000085,20140815T000000,866800,4,3.5,2970,5000,2,0,2,3,9,2200,770,2001,0,98117,47.6772,-122.399,1470,4560
3985,18985,7977200945,20150310T000000,425000,3,1,1000,5100,1,0,0,3,7,860,140,1946,0,98115,47.6857,-122.293,1000,5100
3986,18986,3056700150,20140625T000000,200000,3,2,1190,6833,1,0,0,3,7,1190,0,1995,0,98092,47.3191,-122.18,1540,8000
3987,18987,7896300150,20140929T000000,280000,3,1.75,1670,6034,1,0,0,3,7,990,680,1957,0,98118,47.5209,-122.286,1230,6034
3988,18988,7399100210,20141126T000000,140000,3,1.5,1200,2002,2,0,0,3,8,1200,0,1966,0,98055,47.4659,-122.189,1270,1848
3989,18989,2473370110,20141114T000000,370000,5,2.5,2250,10400,1,0,0,3,8,1280,970,1973,0,98058,47.4501,-122.139,2140,9592
3990,18990,2770605420,20140916T000000,550000,2,0.75,1040,4000,1,0,0,3,7,930,110,1909,0,98119,47.6489,-122.372,1700,4800
3991,18991,7856400300,20140702T000000,1411600,2,2.5,3180,9400,2,0,4,5,10,2610,570,1985,0,98006,47.5617,-122.158,3760,9450
3992,18992,7856400300,20150322T000000,1505000,2,2.5,3180,9400,2,0,4,5,10,2610,570,1985,0,98006,47.5617,-122.158,3760,9450
3993,18993,7923700330,20140528T000000,510000,4,1.5,2040,8800,1,0,0,4,7,1020,1020,1961,0,98007,47.5965,-122.139,1490,8800
3994,18994,5632500110,20140716T000000,351000,3,1,1160,10518,1,0,0,3,7,1160,0,1960,0,98028,47.7343,-122.22,1670,9380
3995,18995,723049219,20150325T000000,210000,3,1,880,10800,1,0,0,3,6,880,0,1942,0,98146,47.4949,-122.338,1100,8820
3996,18996,2320069111,20150507T000000,449999,4,1.75,2290,36900,1.5,0,2,5,7,1690,600,1938,0,98022,47.2034,-122.003,2170,12434
3997,18997,7972604345,20140519T000000,137000,3,1,950,7620,1,0,0,3,6,950,0,1954,0,98106,47.5178,-122.346,1260,7620
3998,18998,3222069156,20141217T000000,270000,3,1,1010,14510,1,0,0,5,7,1010,0,1974,0,98042,47.3437,-122.078,2020,44866
3999,18999,1722069097,20141229T000000,540000,3,2.5,3100,100188,1,0,0,4,7,1820,1280,1981,0,98038,47.3928,-122.066,2430,104979
4000,19000,4022905473,20141205T000000,565000,5,3,2560,12480,1,0,0,3,8,1590,970,2012,0,98155,47.7657,-122.284,2500,17299
4001,19001,5318101695,20150409T000000,940000,4,1.5,2430,3600,2.5,0,0,3,8,2430,0,1980,0,98112,47.6351,-122.285,2020,4800
4002,19002,5216200090,20140616T000000,385000,2,1,830,26329,1,1,3,4,6,830,0,1928,0,98070,47.4012,-122.425,2030,27338
4003,19003,9526500090,20140822T000000,400000,3,3,2090,7634,1,0,0,3,8,1450,640,2001,0,98019,47.7408,-121.974,2090,9600
4004,19004,423059039,20150321T000000,365000,3,2,2030,8649,1,0,0,3,7,2030,0,1998,0,98056,47.5082,-122.166,1760,7200
4005,19005,6909700437,20140522T000000,353250,2,1,1060,1600,2,0,0,3,7,1060,0,1979,0,98144,47.5888,-122.294,1360,3360
4006,19006,1205000215,20150429T000000,455000,2,1.5,1090,6750,1,0,0,3,7,950,140,1942,0,98117,47.6836,-122.397,1640,6750
4007,19007,3223039229,20140527T000000,475000,4,3.5,3400,234352,2,0,0,3,8,2500,900,1991,0,98070,47.4335,-122.449,1300,39639
4008,19008,4077800474,20141124T000000,571500,4,1.75,1920,7455,1,0,0,4,7,960,960,1939,1964,98125,47.7106,-122.286,1920,7455
4009,19009,1604600227,20150328T000000,441000,2,1,1150,3000,1,0,0,3,6,780,370,1915,0,98118,47.5624,-122.291,1150,5000
4010,19010,9542200220,20150213T000000,810000,6,2.75,3970,9500,1,0,0,4,10,2180,1790,1970,0,98005,47.5956,-122.178,2490,9775
4011,19011,6600220490,20150409T000000,550000,3,2.25,1880,11556,2,0,0,3,8,1880,0,1987,0,98074,47.6283,-122.032,1880,12000
4012,19012,2138700141,20140702T000000,736000,2,1,1500,4000,1,0,0,3,8,1100,400,1933,0,98109,47.6409,-122.353,1980,4000
4013,19013,4046600820,20150224T000000,375000,3,1.75,2190,17550,1,0,0,3,7,2190,0,1989,0,98014,47.6984,-121.912,1700,17550
4014,19014,9430100360,20150205T000000,717500,3,2.5,2530,9932,2,0,0,3,8,2530,0,1995,0,98052,47.6853,-122.16,2140,7950
4015,19015,2447500015,20141121T000000,581000,2,1.75,1930,11200,1,0,2,3,8,1430,500,1951,0,98177,47.7576,-122.37,2840,12408
4016,19016,1524039043,20140725T000000,629000,3,2,1510,4560,2,0,0,4,7,1510,0,1909,1995,98116,47.5689,-122.408,1990,5000
4017,19017,2303900100,20140911T000000,3800000,3,4.25,5510,35000,2,0,4,3,13,4910,600,1997,0,98177,47.7296,-122.37,3430,45302
4018,19018,8651400230,20141208T000000,225000,3,2,1100,5200,1,0,0,3,6,1100,0,1969,2014,98042,47.3606,-122.083,1050,5330
4019,19019,7437100210,20140618T000000,315000,3,2.5,1730,6368,2,0,0,3,7,1730,0,1993,0,98038,47.3505,-122.032,1780,6597
4020,19020,3630020150,20150310T000000,425000,3,2.5,1480,1386,3,0,0,3,8,1480,0,2005,0,98029,47.5468,-121.998,1470,1593
4021,19021,1773600691,20140625T000000,346500,3,1,1150,11802,1,0,0,4,7,1150,0,1932,1958,98106,47.5624,-122.361,1880,6082
4022,19022,5448300150,20150105T000000,550000,3,2.25,1950,26500,1,0,0,4,8,1570,380,1965,0,98006,47.5784,-122.179,2160,12751
4023,19023,2260000210,20150209T000000,565000,3,1.75,2380,10450,1,0,0,3,8,1400,980,1977,0,98052,47.6409,-122.111,2150,9600
4024,19024,6815100085,20141224T000000,1001000,4,2,3100,8000,1.5,0,0,5,7,2040,1060,1939,0,98103,47.6852,-122.329,1650,4000
4025,19025,5141000720,20140805T000000,400000,2,2,2010,3797,1.5,0,0,3,7,1450,560,1922,2004,98108,47.5596,-122.315,1660,4650
4026,19026,9276200455,20141121T000000,724950,4,2,2270,5760,2,0,0,4,8,2270,0,1909,0,98116,47.5809,-122.39,1420,5760
4027,19027,5459500165,20140708T000000,623000,3,1.75,2050,16313,1,0,0,2,8,2050,0,1973,0,98040,47.5743,-122.212,3180,10264
4028,19028,9828701295,20140624T000000,295000,2,1,650,5400,1,0,0,3,6,650,0,1950,0,98122,47.6185,-122.295,1310,4906
4029,19029,164000261,20140521T000000,700000,4,3.25,2780,7875,2,0,0,3,9,2780,0,2006,0,98133,47.7294,-122.352,1000,7500
4030,19030,2767704682,20150408T000000,482000,2,1.5,1300,1229,2,0,0,3,8,1160,140,2000,0,98107,47.6727,-122.375,1430,1255
4031,19031,6791050450,20140821T000000,770000,3,2.5,2730,11380,2,0,0,3,10,2730,0,1995,0,98075,47.58,-122.057,2800,10070
4032,19032,1221039066,20141017T000000,310000,4,2.5,3140,22100,1,0,0,4,8,1820,1320,1960,0,98023,47.319,-122.362,2700,25500
4033,19033,686300450,20140708T000000,720000,4,2.25,2410,8400,2,0,0,5,8,2410,0,1965,0,98008,47.626,-122.119,1910,8056
4034,19034,3822200087,20150319T000000,355000,3,1,1180,5965,1.5,0,0,4,6,1180,0,1928,0,98125,47.7281,-122.299,1270,7710
4035,19035,6669250100,20140729T000000,512000,4,2.5,2600,4506,2,0,0,3,9,2600,0,2005,0,98056,47.5146,-122.188,2470,6041
4036,19036,1453602310,20141216T000000,303000,2,1.5,1400,1650,3,0,0,3,7,1400,0,1999,0,98125,47.7222,-122.29,1430,1650
4037,19037,984200690,20140618T000000,299000,5,2.5,2220,9360,1,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704
4038,19038,5468770180,20140623T000000,285000,3,2.5,1660,6263,2,0,0,3,8,1660,0,2003,0,98042,47.3507,-122.141,2190,6192
4039,19039,5459500100,20140924T000000,680000,3,1.75,2330,9652,1,0,0,4,8,1590,740,1968,0,98040,47.5714,-122.211,2420,9631
4040,19040,2968801605,20140902T000000,285000,4,1.75,1440,6720,1,0,0,5,6,720,720,1954,0,98166,47.4571,-122.345,1820,6784
4041,19041,2141310580,20141125T000000,707000,4,2.25,2920,17023,1,0,0,4,9,1690,1230,1977,0,98006,47.5585,-122.134,2710,10681
4042,19042,2325039067,20140507T000000,690000,3,2,1760,6428,1,0,0,4,7,980,780,1942,0,98199,47.6388,-122.397,1760,6004
4043,19043,2426059103,20150422T000000,872000,4,2.25,2860,40284,2,0,0,3,10,2860,0,1983,0,98072,47.7308,-122.115,2670,92782
4044,19044,3541600450,20141104T000000,290000,4,1.75,2090,12750,1,0,0,3,8,1360,730,1967,0,98166,47.4792,-122.357,2040,12300
4045,19045,5631501161,20150417T000000,425000,4,1.75,1910,16785,1,0,0,4,7,1110,800,1981,0,98028,47.7474,-122.235,1590,9900
4046,19046,3224510300,20150126T000000,925000,3,2.75,3280,10558,1,0,2,4,9,2040,1240,1979,0,98006,47.5606,-122.133,3150,9998
4047,19047,4027700466,20141219T000000,340500,3,1,1770,12458,1,0,0,3,7,1770,0,1957,0,98155,47.7715,-122.27,2000,8225
4048,19048,1702901500,20141121T000000,365000,2,1,920,6600,1,0,0,4,6,920,0,1910,0,98118,47.5572,-122.282,1370,5500
4049,19049,8146300205,20140710T000000,725000,3,1.75,1690,8489,1,0,0,4,7,1690,0,1959,0,98004,47.6079,-122.192,1850,8536
4050,19050,3526039019,20140702T000000,811000,3,3,2470,7410,2,0,0,5,8,1860,610,1977,0,98117,47.6937,-122.392,2390,7800
4051,19051,5230300210,20141210T000000,299000,3,1,1040,9514,1,0,0,4,7,1040,0,1969,0,98059,47.4936,-122.102,1040,9514
4052,19052,7907600100,20150421T000000,287500,4,2,1220,9147,1,0,0,5,7,1220,0,1953,0,98146,47.5011,-122.336,1220,8576
4053,19053,9322800210,20140520T000000,879950,4,2.25,3500,13875,1,0,4,4,9,1830,1670,1938,0,98146,47.5083,-122.388,2960,15000
4054,19054,3352400661,20141110T000000,135900,2,1,760,3800,1,0,0,3,6,760,0,1950,0,98178,47.5019,-122.269,1220,7410
4055,19055,3625710100,20140512T000000,1225000,4,2.25,3070,16028,1,0,3,3,9,1870,1200,1976,0,98040,47.5271,-122.228,3070,19822
4056,19056,3626039207,20141017T000000,522500,4,1.75,2100,6480,1,0,0,5,7,1300,800,1947,0,98177,47.7049,-122.359,1840,7500
4057,19057,7568700215,20150312T000000,399500,4,1.5,1660,6617,1,0,0,5,7,1660,0,1947,0,98155,47.739,-122.323,950,7440
4058,19058,1604600540,20150504T000000,450000,3,1,1430,5960,1.5,0,0,4,7,1430,0,1917,0,98118,47.562,-122.289,1140,3960
4059,19059,1421039067,20141027T000000,218000,4,1,1620,17500,1,0,0,3,7,1620,0,1962,0,98023,47.3021,-122.388,2400,17394
4060,19060,7137970210,20150327T000000,289999,3,2,1490,9285,1,0,0,3,8,1490,0,1995,0,98092,47.3248,-122.169,2040,6681
4061,19061,2767603255,20150224T000000,540000,2,1,1170,4750,1,0,0,3,6,1170,0,1903,0,98107,47.6729,-122.378,1170,2023
4062,19062,3575303700,20140725T000000,324950,3,1,1240,7500,1,0,0,4,7,1240,0,1976,0,98074,47.6199,-122.062,1240,9750
4063,19063,1702901340,20140613T000000,718500,3,2,2910,6600,2,0,0,4,7,1920,990,1900,1988,98118,47.5576,-122.281,1370,5500
4064,19064,2320069014,20140709T000000,495000,3,2,2660,192099,1,0,0,4,9,2660,0,1964,0,98022,47.2098,-122.016,2570,43561
4065,19065,3141600600,20140521T000000,260000,6,2,2220,8797,1,0,0,3,7,2220,0,1977,0,98002,47.2977,-122.227,1170,5123
4066,19066,2201501015,20140502T000000,430000,4,1.5,1920,10000,1,0,0,4,7,1070,850,1954,0,98006,47.5725,-122.133,1450,10836
4067,19067,3782760040,20140603T000000,402500,3,3.25,2780,4002,2,0,0,3,8,2780,0,2009,0,98019,47.7348,-121.966,1890,4090
4068,19068,6613001241,20140811T000000,1415000,4,3,3110,4408,2.5,0,3,4,10,2510,600,1931,0,98105,47.6583,-122.27,3250,5669
4069,19069,3276980120,20141028T000000,275000,3,2.25,1820,9766,1,0,0,4,7,1450,370,1987,0,98031,47.397,-122.203,1860,8236
4070,19070,1321400650,20140603T000000,250000,3,2.25,1765,7652,2,0,0,3,7,1765,0,1996,0,98003,47.3072,-122.328,1765,7719
4071,19071,643300180,20140523T000000,665000,3,2.75,1800,9550,1,0,0,4,7,1320,480,1966,0,98006,47.5679,-122.178,1890,9902
4072,19072,322059210,20150203T000000,425000,3,2.5,2650,144183,1,0,0,3,8,2650,0,1967,0,98042,47.4212,-122.144,1940,41210
4073,19073,9551201560,20140722T000000,760000,2,1,1410,3600,1.5,0,0,4,7,1310,100,1925,0,98103,47.6695,-122.338,1740,4200
4074,19074,7202330330,20140814T000000,447000,3,2.5,1650,3076,2,0,0,3,7,1650,0,2003,0,98053,47.682,-122.035,1560,3064
4075,19075,5153900150,20140708T000000,205000,3,1,1180,8240,1,0,0,4,7,1180,0,1967,0,98003,47.3325,-122.321,1180,7840
4076,19076,1788700230,20140506T000000,191000,3,1.5,800,8850,1,0,0,4,6,800,0,1959,0,98023,47.3266,-122.348,820,8775
4077,19077,49000051,20150316T000000,350000,2,1.75,1430,7921,1,0,0,3,7,1430,0,1983,0,98146,47.5088,-122.371,1290,8040
4078,19078,3343301393,20150330T000000,789888,5,3.5,3300,7860,2,0,0,3,9,2410,890,2001,0,98006,47.5463,-122.192,2540,9920
4079,19079,2832100215,20150323T000000,443000,2,1,1220,10170,1,0,0,3,7,980,240,1948,0,98125,47.7297,-122.327,1990,9064
4080,19080,1980200015,20140929T000000,695000,4,3.5,3530,7202,2,0,0,3,9,2660,870,2000,0,98177,47.7339,-122.36,2810,8100
4081,19081,1825049013,20150213T000000,560000,4,2,1380,4048,1.5,0,0,4,7,1380,0,1906,0,98103,47.6583,-122.344,1440,3956
4082,19082,7550800015,20140714T000000,550000,3,1.75,1410,5000,1,0,0,4,7,810,600,1923,0,98107,47.6727,-122.395,1760,5000
4083,19083,8682230760,20140724T000000,850000,2,2.5,3360,6750,2,0,0,3,9,3360,0,2004,0,98053,47.7112,-122.033,2510,6750
4084,19084,8645511500,20150420T000000,352750,4,2.75,2270,24237,1,0,0,4,7,1360,910,1977,0,98058,47.4672,-122.175,2050,8016
4085,19085,8567450220,20140818T000000,550000,4,2.5,2890,9045,2,0,0,3,8,2890,0,2001,0,98019,47.7385,-121.965,2840,10114
