,position,annual_salary_usd,date_hired,annual_salary_php,monthly_salary_php,years_exp
5985,Assistant Principal,84746.0,2011,4237300.0,353108.33,4
5986,Assistant Principal,84746.0,2009,4237300.0,353108.33,6
5987,Assistant Principal,84746.0,2011,4237300.0,353108.33,4
5988,Assistant Principal,84746.0,2009,4237300.0,353108.33,6
5989,Assistant Principal,84746.0,2009,4237300.0,353108.33,6
5990,Assistant Principal,84746.0,2009,4237300.0,353108.33,6
5991,Assistant Principal,84746.0,2009,4237300.0,353108.33,6
5992,Assistant Principal,84746.0,2003,4237300.0,353108.33,12
5993,Workers Compensation Recipient,84707.0,2000,4235350.0,352945.83,15
5996,Teacher,84692.0,2005,4234600.0,352883.33,10
5998,Program Specialist,84619.0,2011,4230950.0,352579.17,4
5999,Auditor,84619.0,2002,4230950.0,352579.17,13
6000,Attorney Advisor,84599.0,2009,4229950.0,352495.83,6
6002,Principal,84537.0,1976,4226850.0,352237.5,39
6003,Workers Compensation Recipient,84534.0,1990,4226700.0,352225.0,25
6006,Budget Analyst,84492.0,2000,4224600.0,352050.0,15
6007,Executive Assistant,84492.0,1991,4224600.0,352050.0,24
6008,Program Analyst,84492.0,1998,4224600.0,352050.0,17
6009,Executive Assistant,84492.0,1998,4224600.0,352050.0,17
6015,Budget Analyst,84492.0,2007,4224600.0,352050.0,8
6017,Budget Analyst,84492.0,1999,4224600.0,352050.0,16
6018,Assistant Principal,84492.0,2001,4224600.0,352050.0,14
6019,Budget Analyst,84492.0,2008,4224600.0,352050.0,7
6022,Accountant,84492.0,2008,4224600.0,352050.0,7
6024,Investigator,84492.0,1997,4224600.0,352050.0,18
6025,Accountant,84492.0,2006,4224600.0,352050.0,9
6027,Accountant,84492.0,2008,4224600.0,352050.0,7
6030,Social Worker,84484.0,2000,4224200.0,352016.67,15
6031,Social Worker,84484.0,2001,4224200.0,352016.67,14
6032,Social Worker,84484.0,2005,4224200.0,352016.67,10
6033,Social Worker,84484.0,1997,4224200.0,352016.67,18
6035,Social Worker,84484.0,1993,4224200.0,352016.67,22
6036,Social Worker,84484.0,1997,4224200.0,352016.67,18
6037,Administrative Officer,84484.0,1986,4224200.0,352016.67,29
6038,Social Worker,84484.0,1999,4224200.0,352016.67,16
6039,Social Worker,84484.0,2003,4224200.0,352016.67,12
6041,Social Worker,84484.0,1994,4224200.0,352016.67,21
6042,Management Analyst,84484.0,1988,4224200.0,352016.67,27
6047,Civil Engineer,84484.0,1990,4224200.0,352016.67,25
6048,Civil Engineer,84484.0,2003,4224200.0,352016.67,12
6050,Sergeant,84477.0,1988,4223850.0,351987.5,27
6051,Sergeant,84471.0,1986,4223550.0,351962.5,29
6052,Sergeant,84471.0,1988,4223550.0,351962.5,27
6053,Sergeant,84471.0,1987,4223550.0,351962.5,28
6054,Sergeant,84471.0,1989,4223550.0,351962.5,26
6055,Sergeant,84471.0,1988,4223550.0,351962.5,27
6056,Sergeant,84471.0,1988,4223550.0,351962.5,27
6058,Sergeant,84471.0,1981,4223550.0,351962.5,34
6059,Sergeant,84471.0,1986,4223550.0,351962.5,29
6060,Sergeant,84471.0,1989,4223550.0,351962.5,26
6061,Sergeant,84471.0,1991,4223550.0,351962.5,24
6062,Sergeant,84471.0,1990,4223550.0,351962.5,25
6063,Sergeant,84471.0,1991,4223550.0,351962.5,24
6064,Sergeant,84471.0,1987,4223550.0,351962.5,28
6065,Auditor (tax),84444.0,1995,4222200.0,351850.0,20
6067,Program Analyst,84400.0,2008,4220000.0,351666.67,7
6075,Information Technology Specialist,84384.0,1997,4219200.0,351600.0,18
6078,Social Worker,84384.0,1994,4219200.0,351600.0,21
6080,Program Analyst,84384.0,1977,4219200.0,351600.0,38
6081,Social Worker,84384.0,1994,4219200.0,351600.0,21
6083,Social Worker,84384.0,1992,4219200.0,351600.0,23
6084,Social Worker,84384.0,1992,4219200.0,351600.0,23
6086,Social Worker,84384.0,1994,4219200.0,351600.0,21
6088,Civil Engineer,84384.0,2003,4219200.0,351600.0,12
6089,Social Worker,84384.0,2011,4219200.0,351600.0,4
6094,Public Health Analyst,84384.0,2002,4219200.0,351600.0,13
6102,Civil Engineer,84384.0,2008,4219200.0,351600.0,7
6104,Civil Engineer,84384.0,2008,4219200.0,351600.0,7
6105,Management Analyst,84384.0,1978,4219200.0,351600.0,37
6107,Public Health Analyst,84384.0,2000,4219200.0,351600.0,15
6108,Social Worker,84384.0,1989,4219200.0,351600.0,26
6109,Program Analyst,84384.0,1976,4219200.0,351600.0,39
6111,Civil Engineer,84384.0,1987,4219200.0,351600.0,28
6112,Professor,84360.0,1971,4218000.0,351500.0,44
6114,Trial Attorney,84282.0,2009,4214100.0,351175.0,6
6115,Trial Attorney,84282.0,2007,4214100.0,351175.0,8
6116,Attorney Advisor,84282.0,2008,4214100.0,351175.0,7
6117,Trial Attorney,84282.0,2008,4214100.0,351175.0,7
6118,Trial Attorney,84282.0,2007,4214100.0,351175.0,8
6119,Attorney Advisor,84282.0,1998,4214100.0,351175.0,17
6120,Trial Attorney,84282.0,2007,4214100.0,351175.0,8
6121,Attorney Advisor,84282.0,2006,4214100.0,351175.0,9
6122,Attorney Advisor,84282.0,2006,4214100.0,351175.0,9
6123,Trial Attorney,84282.0,2009,4214100.0,351175.0,6
6124,Trial Attorney,84282.0,2008,4214100.0,351175.0,7
6125,Trial Attorney,84282.0,2007,4214100.0,351175.0,8
6126,Attorney Advisor,84282.0,2007,4214100.0,351175.0,8
6127,Lieutenant,84251.0,1993,4212550.0,351045.83,22
6128,Lieutenant,84251.0,1997,4212550.0,351045.83,18
6129,Lieutenant,84251.0,2000,4212550.0,351045.83,15
6130,Lieutenant,84251.0,1994,4212550.0,351045.83,21
6131,Lieutenant,84251.0,1998,4212550.0,351045.83,17
6132,Lieutenant,84251.0,1990,4212550.0,351045.83,25
6133,Lieutenant,84251.0,1994,4212550.0,351045.83,21
6134,Lieutenant,84251.0,1998,4212550.0,351045.83,17
6135,Lieutenant,84251.0,1994,4212550.0,351045.83,21
6136,Lieutenant,84251.0,1999,4212550.0,351045.83,16
6137,"Coord, special Education",84226.0,1991,4211300.0,350941.67,24
6138,"Coord, special Education",84226.0,2000,4211300.0,350941.67,15
6141,"Coord, special Education",84226.0,1999,4211300.0,350941.67,16
6143,"Coord, special Education",84226.0,2000,4211300.0,350941.67,15
6144,"Coord, special Education",84226.0,2000,4211300.0,350941.67,15
6147,"Coord, special Education",84226.0,1981,4211300.0,350941.67,34
6149,"Coord, special Education",84226.0,2000,4211300.0,350941.67,15
6152,Teacher,84226.0,2008,4211300.0,350941.67,7
6153,"Coord, special Education",84226.0,1994,4211300.0,350941.67,21
6155,"Coord, special Education",84226.0,1991,4211300.0,350941.67,24
6159,"Coord, special Education",84226.0,1993,4211300.0,350941.67,22
6160,"Coord, special Education",84226.0,1986,4211300.0,350941.67,29
6161,"Coord, special Education",84226.0,2008,4211300.0,350941.67,7
6162,"Coord, special Education",84226.0,1974,4211300.0,350941.67,41
6164,"Coord, special Education",84226.0,1998,4211300.0,350941.67,17
6170,"Coord, special Education",84226.0,2001,4211300.0,350941.67,14
6171,"Coord, special Education",84226.0,2008,4211300.0,350941.67,7
6174,"Coord, special Education",84226.0,2006,4211300.0,350941.67,9
6179,"Coord, special Education",84226.0,2002,4211300.0,350941.67,13
6180,"Coord, special Education",84226.0,2001,4211300.0,350941.67,14
6181,Social Worker,84225.0,1982,4211250.0,350937.5,33
6183,Sergeant,84103.0,1986,4205150.0,350429.17,29
6185,Social Worker,84000.0,2009,4200000.0,350000.0,6
6186,Social Worker,84000.0,2009,4200000.0,350000.0,6
6190,Attorney Advisor,83896.0,2008,4194800.0,349566.67,7
6194,Psychiatric Nurse,83816.0,1988,4190800.0,349233.33,27
6195,Psychiatric Nurse,83816.0,1995,4190800.0,349233.33,20
6196,Psychiatric Nurse,83816.0,1998,4190800.0,349233.33,17
6197,Psychiatric Nurse,83816.0,1994,4190800.0,349233.33,21
6198,Psychiatric Nurse,83816.0,1994,4190800.0,349233.33,21
6200,Psychiatric Nurse,83816.0,1988,4190800.0,349233.33,27
6201,Psychiatric Nurse,83816.0,2008,4190800.0,349233.33,7
6202,Psychiatric Nurse,83816.0,1998,4190800.0,349233.33,17
6209,Psychiatric Nurse,83816.0,1994,4190800.0,349233.33,21
6211,Assistant Principal,83809.0,2009,4190450.0,349204.17,6
6212,Assistant Principal,83809.0,2004,4190450.0,349204.17,11
6213,Assistant Principal,83809.0,2004,4190450.0,349204.17,11
6214,Sergeant,83803.0,1992,4190150.0,349179.17,23
6215,Sergeant,83803.0,1997,4190150.0,349179.17,18
6216,Sergeant,83803.0,1993,4190150.0,349179.17,22
6217,Sergeant,83803.0,1994,4190150.0,349179.17,21
6218,Sergeant,83803.0,1993,4190150.0,349179.17,22
6219,Sergeant,83803.0,1997,4190150.0,349179.17,18
6220,Sergeant,83803.0,1994,4190150.0,349179.17,21
6221,Sergeant,83803.0,1990,4190150.0,349179.17,25
6222,Sergeant,83800.0,1984,4190000.0,349166.67,31
6223,Sergeant,83800.0,1990,4190000.0,349166.67,25
6224,Sergeant,83800.0,1990,4190000.0,349166.67,25
6225,Sergeant,83800.0,1990,4190000.0,349166.67,25
6226,Sergeant,83800.0,1990,4190000.0,349166.67,25
6227,Sergeant,83797.0,1994,4189850.0,349154.17,21
6228,Sergeant,83797.0,1992,4189850.0,349154.17,23
6229,Sergeant,83797.0,1989,4189850.0,349154.17,26
6230,Sergeant,83797.0,1994,4189850.0,349154.17,21
6231,Sergeant,83797.0,1992,4189850.0,349154.17,23
6232,Sergeant,83797.0,1994,4189850.0,349154.17,21
6233,Sergeant,83797.0,1992,4189850.0,349154.17,23
6234,Sergeant,83797.0,1989,4189850.0,349154.17,26
6235,Sergeant,83797.0,1992,4189850.0,349154.17,23
6236,Sergeant,83797.0,1988,4189850.0,349154.17,27
6237,Sergeant,83797.0,1994,4189850.0,349154.17,21
6238,Sergeant,83797.0,1994,4189850.0,349154.17,21
6239,Sergeant,83797.0,1988,4189850.0,349154.17,27
6240,Sergeant,83797.0,1997,4189850.0,349154.17,18
6241,Sergeant,83797.0,1992,4189850.0,349154.17,23
6242,Sergeant,83797.0,1992,4189850.0,349154.17,23
6243,Sergeant,83797.0,1997,4189850.0,349154.17,18
6244,Sergeant,83797.0,1990,4189850.0,349154.17,25
6245,Sergeant,83797.0,1992,4189850.0,349154.17,23
6246,Sergeant,83797.0,1994,4189850.0,349154.17,21
6247,Sergeant,83797.0,1997,4189850.0,349154.17,18
6248,Detective Sergeant,83797.0,1994,4189850.0,349154.17,21
6249,Sergeant,83797.0,1997,4189850.0,349154.17,18
6250,Sergeant,83797.0,1992,4189850.0,349154.17,23
6251,Sergeant,83797.0,1988,4189850.0,349154.17,27
6252,Social Worker,83679.0,1999,4183950.0,348662.5,16
6255,Librarian,83679.0,1990,4183950.0,348662.5,25
6259,Auditor,83550.0,2011,4177500.0,348125.0,4
6260,Information Technology Specialist,83550.0,2005,4177500.0,348125.0,10
6261,Project Manager,83550.0,2009,4177500.0,348125.0,6
6264,Auditor,83550.0,2001,4177500.0,348125.0,14
6266,Special Assistant,83550.0,1999,4177500.0,348125.0,16
6271,Information Technology Specialist,83550.0,1982,4177500.0,348125.0,33
6272,Auditor,83550.0,2004,4177500.0,348125.0,11
6275,Information Technology Specialist,83550.0,2003,4177500.0,348125.0,12
6276,Information Technology Specialist,83550.0,2002,4177500.0,348125.0,13
6277,Program Analyst,83550.0,2003,4177500.0,348125.0,12
6279,Information Technology Specialist,83550.0,2006,4177500.0,348125.0,9
6281,Information Technology Specialist,83550.0,1999,4177500.0,348125.0,16
6282,Program Analyst,83550.0,2002,4177500.0,348125.0,13
6287,Information Technology Specialist,83550.0,1977,4177500.0,348125.0,38
6290,Management Liaison Specialist,83550.0,2006,4177500.0,348125.0,9
6291,Program Analyst,83550.0,2006,4177500.0,348125.0,9
6292,Program Specialist,83550.0,1999,4177500.0,348125.0,16
6294,Program Analyst,83550.0,1986,4177500.0,348125.0,29
6299,Information Technology Specialist,83550.0,1998,4177500.0,348125.0,17
6301,Executive Assistant,83550.0,1981,4177500.0,348125.0,34
6304,Information Technology Specialist,83550.0,2004,4177500.0,348125.0,11
6306,Special Assistant,83550.0,2008,4177500.0,348125.0,7
6308,Information Technology Specialist,83550.0,1990,4177500.0,348125.0,25
6309,Program Analyst,83550.0,2002,4177500.0,348125.0,13
6313,Contract Specialist,83550.0,2011,4177500.0,348125.0,4
6317,Information Technology Specialist,83485.0,2008,4174250.0,347854.17,7
6318,Project Manager,83485.0,1998,4174250.0,347854.17,17
6319,Program Manager,83485.0,2009,4174250.0,347854.17,6
6320,Program Manager,83485.0,2009,4174250.0,347854.17,6
6321,Executive Assistant,83485.0,1987,4174250.0,347854.17,28
6322,Special Assistant,83485.0,2007,4174250.0,347854.17,8
6323,Program Manager,83485.0,2004,4174250.0,347854.17,11
6324,Project Manager,83485.0,1985,4174250.0,347854.17,30
6325,Program Manager,83485.0,2003,4174250.0,347854.17,12
6326,Librarian,83456.0,1974,4172800.0,347733.33,41
6328,Speech Pathologist,83427.0,1989,4171350.0,347612.5,26
6329,"Psychologist,school",83427.0,1999,4171350.0,347612.5,16
6332,Social Worker,83427.0,1999,4171350.0,347612.5,16
6333,Speech Pathologist,83427.0,1999,4171350.0,347612.5,16
6335,Speech Pathologist,83427.0,2000,4171350.0,347612.5,15
6336,Speech Pathologist,83427.0,2001,4171350.0,347612.5,14
6341,Teacher,83267.0,2007,4163350.0,346945.83,8
6342,Teacher,83267.0,2004,4163350.0,346945.83,11
6343,Teacher,83267.0,2007,4163350.0,346945.83,8
6344,Teacher,83267.0,1999,4163350.0,346945.83,16
6345,Teacher,83267.0,2003,4163350.0,346945.83,12
6346,Instructional Coach,83267.0,2009,4163350.0,346945.83,6
6347,Teacher,83267.0,1999,4163350.0,346945.83,16
6348,Teacher,83267.0,2009,4163350.0,346945.83,6
6349,Teacher,83267.0,2005,4163350.0,346945.83,10
6350,Teacher,83267.0,2010,4163350.0,346945.83,5
6351,"Psychologist,school",83267.0,2008,4163350.0,346945.83,7
6352,Teacher,83267.0,1999,4163350.0,346945.83,16
6353,Teacher,83267.0,2000,4163350.0,346945.83,15
6354,Teacher,83267.0,2009,4163350.0,346945.83,6
6355,Teacher,83267.0,2005,4163350.0,346945.83,10
6356,Teacher,83267.0,2000,4163350.0,346945.83,15
6357,Teacher,83267.0,1999,4163350.0,346945.83,16
6358,Teacher,83267.0,1999,4163350.0,346945.83,16
6359,Teacher,83267.0,1999,4163350.0,346945.83,16
6360,Teacher,83267.0,2005,4163350.0,346945.83,10
6361,Social Worker,83267.0,2001,4163350.0,346945.83,14
6362,Teacher,83267.0,1997,4163350.0,346945.83,18
6363,Teacher,83267.0,2005,4163350.0,346945.83,10
6364,Teacher,83267.0,2001,4163350.0,346945.83,14
6365,Instructional Coach,83267.0,2000,4163350.0,346945.83,15
6366,Teacher,83267.0,2004,4163350.0,346945.83,11
6368,Social Worker,83267.0,2009,4163350.0,346945.83,6
6369,Teacher,83267.0,1998,4163350.0,346945.83,17
6370,Counselor,83267.0,2005,4163350.0,346945.83,10
6371,Teacher,83267.0,1992,4163350.0,346945.83,23
6372,Teacher,83267.0,1998,4163350.0,346945.83,17
6373,Teacher,83267.0,2004,4163350.0,346945.83,11
6374,Teacher,83267.0,2009,4163350.0,346945.83,6
6375,Teacher,83267.0,1998,4163350.0,346945.83,17
6376,Teacher,83267.0,2001,4163350.0,346945.83,14
6377,Teacher,83267.0,1999,4163350.0,346945.83,16
6378,Teacher,83267.0,1998,4163350.0,346945.83,17
6379,Teacher,83267.0,2009,4163350.0,346945.83,6
6380,Teacher,83267.0,2003,4163350.0,346945.83,12
6381,Speech Pathologist,83267.0,2009,4163350.0,346945.83,6
6382,Teacher,83267.0,2010,4163350.0,346945.83,5
6383,Teacher,83267.0,2001,4163350.0,346945.83,14
6384,Teacher,83267.0,2000,4163350.0,346945.83,15
6385,Teacher,83267.0,2003,4163350.0,346945.83,12
6386,Teacher,83267.0,1997,4163350.0,346945.83,18
6387,Teacher,83267.0,1998,4163350.0,346945.83,17
6388,Social Worker,83267.0,2006,4163350.0,346945.83,9
6389,Teacher,83267.0,1999,4163350.0,346945.83,16
6390,Teacher,83267.0,1999,4163350.0,346945.83,16
6391,Teacher,83267.0,2006,4163350.0,346945.83,9
6392,Teacher,83267.0,2002,4163350.0,346945.83,13
6393,Teacher,83267.0,2002,4163350.0,346945.83,13
6394,Teacher,83267.0,2009,4163350.0,346945.83,6
6395,Teacher,83267.0,2004,4163350.0,346945.83,11
6396,Teacher,83267.0,2001,4163350.0,346945.83,14
6397,Teacher,83267.0,2009,4163350.0,346945.83,6
6398,Teacher,83267.0,2007,4163350.0,346945.83,8
6399,Teacher,83267.0,2000,4163350.0,346945.83,15
6400,Teacher,83267.0,2007,4163350.0,346945.83,8
6401,Teacher,83267.0,1998,4163350.0,346945.83,17
6402,Teacher,83267.0,2000,4163350.0,346945.83,15
6403,"Psychologist,school",83267.0,2008,4163350.0,346945.83,7
6404,Social Worker,83267.0,2008,4163350.0,346945.83,7
6405,Teacher,83267.0,1999,4163350.0,346945.83,16
6406,Counselor,83267.0,1999,4163350.0,346945.83,16
6407,Teacher,83267.0,2005,4163350.0,346945.83,10
6409,Teacher,83267.0,2008,4163350.0,346945.83,7
6410,Instructional Coach,83267.0,2007,4163350.0,346945.83,8
6411,Teacher,83267.0,2001,4163350.0,346945.83,14
6412,Teacher,83267.0,1998,4163350.0,346945.83,17
6413,Social Worker,83267.0,2002,4163350.0,346945.83,13
6414,Teacher,83267.0,2000,4163350.0,346945.83,15
6415,Teacher,83267.0,2009,4163350.0,346945.83,6
6416,Teacher,83267.0,2006,4163350.0,346945.83,9
6417,Social Worker,83267.0,2006,4163350.0,346945.83,9
6418,Social Worker,83267.0,2008,4163350.0,346945.83,7
6419,Social Worker,83267.0,2006,4163350.0,346945.83,9
6421,Teacher,83267.0,2005,4163350.0,346945.83,10
6423,Teacher,83267.0,2007,4163350.0,346945.83,8
6424,Teacher,83267.0,1999,4163350.0,346945.83,16
6425,Teacher,83267.0,2009,4163350.0,346945.83,6
6426,Teacher,83267.0,2006,4163350.0,346945.83,9
6427,Teacher,83267.0,2008,4163350.0,346945.83,7
6428,Teacher,83267.0,1998,4163350.0,346945.83,17
6429,Teacher,83267.0,1995,4163350.0,346945.83,20
6430,Teacher,83267.0,1999,4163350.0,346945.83,16
6431,Teacher,83267.0,2003,4163350.0,346945.83,12
6432,Teacher,83267.0,1995,4163350.0,346945.83,20
6433,Teacher,83267.0,1995,4163350.0,346945.83,20
6434,Teacher,83267.0,1996,4163350.0,346945.83,19
6435,Teacher,83267.0,1996,4163350.0,346945.83,19
6436,Teacher,83267.0,1999,4163350.0,346945.83,16
6437,Teacher,83267.0,1999,4163350.0,346945.83,16
6438,Teacher,83267.0,1994,4163350.0,346945.83,21
6439,Teacher,83267.0,2009,4163350.0,346945.83,6
6440,Teacher,83267.0,2003,4163350.0,346945.83,12
6441,Teacher,83267.0,1996,4163350.0,346945.83,19
6442,Teacher,83267.0,1997,4163350.0,346945.83,18
6443,Teacher,83267.0,2009,4163350.0,346945.83,6
6444,Teacher,83267.0,2000,4163350.0,346945.83,15
6445,Teacher,83267.0,2000,4163350.0,346945.83,15
6446,Teacher,83267.0,1998,4163350.0,346945.83,17
6447,Teacher,83267.0,2009,4163350.0,346945.83,6
6448,Teacher,83267.0,2000,4163350.0,346945.83,15
6449,Teacher,83267.0,2009,4163350.0,346945.83,6
6450,Teacher,83267.0,2007,4163350.0,346945.83,8
6451,Speech Pathologist,83267.0,2005,4163350.0,346945.83,10
6452,Teacher,83267.0,2006,4163350.0,346945.83,9
6453,Teacher,83267.0,2004,4163350.0,346945.83,11
6454,Teacher,83267.0,1999,4163350.0,346945.83,16
6455,Teacher,83267.0,2001,4163350.0,346945.83,14
6456,Teacher,83267.0,1996,4163350.0,346945.83,19
6457,Social Worker,83267.0,2008,4163350.0,346945.83,7
6458,Teacher,83267.0,1999,4163350.0,346945.83,16
6459,Teacher,83267.0,2001,4163350.0,346945.83,14
6460,Teacher,83267.0,1998,4163350.0,346945.83,17
6461,Social Worker,83267.0,2002,4163350.0,346945.83,13
6462,Teacher,83267.0,2009,4163350.0,346945.83,6
6463,Teacher,83267.0,2005,4163350.0,346945.83,10
6464,Teacher,83267.0,2006,4163350.0,346945.83,9
6465,Librarian,83267.0,2000,4163350.0,346945.83,15
6466,Teacher,83267.0,2008,4163350.0,346945.83,7
6467,Teacher,83267.0,1998,4163350.0,346945.83,17
6468,Teacher,83267.0,2003,4163350.0,346945.83,12
6469,Librarian,83267.0,1998,4163350.0,346945.83,17
6470,Teacher,83267.0,2003,4163350.0,346945.83,12
6471,Teacher,83267.0,1996,4163350.0,346945.83,19
6472,Teacher,83267.0,1999,4163350.0,346945.83,16
6473,Teacher,83267.0,2003,4163350.0,346945.83,12
6474,Teacher,83267.0,2000,4163350.0,346945.83,15
6475,Teacher,83267.0,2007,4163350.0,346945.83,8
6476,Teacher,83267.0,1995,4163350.0,346945.83,20
6477,Social Worker,83267.0,2001,4163350.0,346945.83,14
6478,Teacher,83267.0,2008,4163350.0,346945.83,7
6479,Instructional Coach,83267.0,2009,4163350.0,346945.83,6
6480,Teacher,83267.0,1999,4163350.0,346945.83,16
6481,Teacher,83267.0,1998,4163350.0,346945.83,17
6482,Instructional Coach,83267.0,2009,4163350.0,346945.83,6
6484,Teacher,83267.0,2003,4163350.0,346945.83,12
6485,Teacher,83267.0,2006,4163350.0,346945.83,9
6486,Teacher,83267.0,2008,4163350.0,346945.83,7
6487,Teacher,83267.0,1999,4163350.0,346945.83,16
6488,Teacher,83267.0,2005,4163350.0,346945.83,10
6489,Teacher,83267.0,2007,4163350.0,346945.83,8
6490,Teacher,83267.0,1998,4163350.0,346945.83,17
6491,Teacher,83267.0,2009,4163350.0,346945.83,6
6492,Teacher,83267.0,2008,4163350.0,346945.83,7
6493,Teacher,83267.0,2000,4163350.0,346945.83,15
6494,Teacher,83267.0,2005,4163350.0,346945.83,10
6495,Librarian,83267.0,2005,4163350.0,346945.83,10
6496,Teacher,83267.0,2000,4163350.0,346945.83,15
6497,Teacher,83267.0,2001,4163350.0,346945.83,14
6498,Teacher,83267.0,2000,4163350.0,346945.83,15
6499,Teacher,83267.0,2005,4163350.0,346945.83,10
6500,Teacher,83267.0,2000,4163350.0,346945.83,15
6501,Teacher,83267.0,1998,4163350.0,346945.83,17
6503,Teacher,83267.0,2004,4163350.0,346945.83,11
6504,Teacher,83267.0,2005,4163350.0,346945.83,10
6505,Teacher,83267.0,1999,4163350.0,346945.83,16
6506,Teacher,83267.0,2003,4163350.0,346945.83,12
6507,Social Worker,83267.0,2008,4163350.0,346945.83,7
6508,Teacher,83267.0,1996,4163350.0,346945.83,19
6509,Teacher,83267.0,1997,4163350.0,346945.83,18
6510,Librarian,83267.0,2004,4163350.0,346945.83,11
6511,Teacher,83267.0,2009,4163350.0,346945.83,6
6512,Librarian,83267.0,2005,4163350.0,346945.83,10
6513,Social Worker,83267.0,2008,4163350.0,346945.83,7
6514,Teacher,83267.0,2000,4163350.0,346945.83,15
6515,Teacher,83267.0,2008,4163350.0,346945.83,7
6516,Teacher,83267.0,2001,4163350.0,346945.83,14
6517,Teacher,83267.0,2002,4163350.0,346945.83,13
6518,Librarian,83267.0,1998,4163350.0,346945.83,17
6519,Teacher,83267.0,1999,4163350.0,346945.83,16
6520,Librarian,83267.0,2008,4163350.0,346945.83,7
6521,Speech Pathologist,83267.0,2000,4163350.0,346945.83,15
6522,Teacher,83267.0,2005,4163350.0,346945.83,10
6523,Teacher,83267.0,1993,4163350.0,346945.83,22
6524,Teacher,83267.0,2009,4163350.0,346945.83,6
6525,Teacher,83267.0,1999,4163350.0,346945.83,16
6526,Teacher,83267.0,2000,4163350.0,346945.83,15
6527,Teacher,83267.0,2009,4163350.0,346945.83,6
6529,Teacher,83267.0,1999,4163350.0,346945.83,16
6530,Teacher,83267.0,2005,4163350.0,346945.83,10
6533,Teacher,83267.0,2006,4163350.0,346945.83,9
6534,Teacher,83267.0,1999,4163350.0,346945.83,16
6535,Teacher,83267.0,2001,4163350.0,346945.83,14
6537,Teacher,83267.0,1999,4163350.0,346945.83,16
6538,Social Worker,83267.0,1998,4163350.0,346945.83,17
6540,Teacher,83267.0,1993,4163350.0,346945.83,22
6541,Instructional Coach,83267.0,2009,4163350.0,346945.83,6
6542,Social Worker,83267.0,2003,4163350.0,346945.83,12
6544,Teacher,83267.0,1997,4163350.0,346945.83,18
6545,Teacher,83267.0,2003,4163350.0,346945.83,12
6546,Teacher,83267.0,1999,4163350.0,346945.83,16
6547,Teacher,83267.0,2001,4163350.0,346945.83,14
6548,Teacher,83267.0,2009,4163350.0,346945.83,6
6549,Teacher,83267.0,1994,4163350.0,346945.83,21
6550,Teacher,83267.0,2005,4163350.0,346945.83,10
6551,Teacher,83267.0,2000,4163350.0,346945.83,15
6552,Teacher,83267.0,2009,4163350.0,346945.83,6
6553,Teacher,83267.0,2008,4163350.0,346945.83,7
6554,Teacher,83267.0,1995,4163350.0,346945.83,20
6555,Teacher,83267.0,1995,4163350.0,346945.83,20
6556,Teacher,83267.0,2003,4163350.0,346945.83,12
6557,Teacher,83267.0,2005,4163350.0,346945.83,10
6558,Teacher,83267.0,2009,4163350.0,346945.83,6
6559,Teacher,83267.0,2001,4163350.0,346945.83,14
6560,Teacher,83267.0,2001,4163350.0,346945.83,14
6561,Teacher,83267.0,1998,4163350.0,346945.83,17
6562,Teacher,83267.0,1998,4163350.0,346945.83,17
6563,Teacher,83267.0,2005,4163350.0,346945.83,10
6564,Teacher,83267.0,2009,4163350.0,346945.83,6
6565,Teacher,83267.0,1995,4163350.0,346945.83,20
6566,Social Worker,83267.0,2000,4163350.0,346945.83,15
6567,Teacher,83267.0,1995,4163350.0,346945.83,20
6568,Teacher,83267.0,2007,4163350.0,346945.83,8
6569,Teacher,83267.0,2001,4163350.0,346945.83,14
6570,Teacher,83267.0,1998,4163350.0,346945.83,17
6571,Teacher,83267.0,2003,4163350.0,346945.83,12
6572,Teacher,83267.0,2007,4163350.0,346945.83,8
6573,Teacher,83267.0,2006,4163350.0,346945.83,9
6574,Teacher,83267.0,2001,4163350.0,346945.83,14
6575,Teacher,83267.0,2003,4163350.0,346945.83,12
6576,Teacher,83267.0,2005,4163350.0,346945.83,10
6577,Teacher,83267.0,2005,4163350.0,346945.83,10
6578,Teacher,83267.0,2006,4163350.0,346945.83,9
6579,Teacher,83267.0,1999,4163350.0,346945.83,16
6580,Teacher,83267.0,2008,4163350.0,346945.83,7
6581,Teacher,83267.0,2006,4163350.0,346945.83,9
6582,Teacher,83267.0,1999,4163350.0,346945.83,16
6583,Teacher,83267.0,2005,4163350.0,346945.83,10
6584,Teacher,83267.0,2000,4163350.0,346945.83,15
6585,Teacher,83267.0,2007,4163350.0,346945.83,8
6586,Teacher,83267.0,2007,4163350.0,346945.83,8
6587,Teacher,83267.0,2008,4163350.0,346945.83,7
6588,Teacher,83267.0,1999,4163350.0,346945.83,16
6589,Teacher,83267.0,1998,4163350.0,346945.83,17
6590,Teacher,83267.0,1999,4163350.0,346945.83,16
6591,Teacher,83267.0,1993,4163350.0,346945.83,22
6592,Counselor,83267.0,1998,4163350.0,346945.83,17
6593,Teacher,83267.0,2002,4163350.0,346945.83,13
6594,Teacher,83267.0,1997,4163350.0,346945.83,18
6595,Teacher,83267.0,2009,4163350.0,346945.83,6
6596,Teacher,83267.0,1997,4163350.0,346945.83,18
6597,Teacher,83267.0,1999,4163350.0,346945.83,16
6598,Teacher,83267.0,1996,4163350.0,346945.83,19
